Buena,Regular,Mala,Critica
0.386363636,0.272727273,0.113636364,0.227272727
0,0.531746032,0.468253968,0
0.137681159,0.31884058,0.297101449,0.246376812
0,0.076086957,0.380434783,0.543478261
