Buena,Regular,Mala,Critica
0.585470085,0.222222222,0.14957265,0.042735043
0.52688172,0.301075269,0.086021505,0.086021505
0.66,0.18,0.1,0.06
0.608695652,0.173913043,0.130434783,0.086956522
